标题,Up主,URL链接,播放量,弹幕量,简介,点赞量,投币量,收藏量,分享量,分区,上传日期
一口气唱完《坏蛋联盟》！,花町公馆,https://www.bilibili.com/video/BV1e7WBeEE9B,241.3万,119,Not Found,1.9万,1808,1.9万,72,"['人人都能聊影视', '影视', '影视杂谈', '电影', '动画电影', '说唱', '坏蛋联盟', 'B站好片有奖种草', '人人都能聊影视3.0']",2024-08-25 11:30:13
生活给你压力 你就还他奇迹,平常心-myd,https://www.bilibili.com/video/BV1yS421Q7xf,131.8万,959,-,26.3万,1441,26.3万,252,"['运动', '运动综合', '梦想', '励志', '篮球']",2024-08-24 11:39:01
多一个人看，这份中国最了不起的非遗，就又多了一个传承人！,夏叔厨房,https://www.bilibili.com/video/BV1eb4214727,403.6万,4434,中国最了不起的非遗—木榨油！太久没见过属于历史的东西，你有没有忘记了身为华夏文明的骄傲？,63.5万,16.2万,63.5万,2903,"['我们的小城游记', '美食', '美食制作', '美食教程', '人文', '历史', '文化', '食用油', '非遗', '记录片', '非遗文化']",2024-08-22 14:10:27
耗时两个小伙，拼搭宇宙无敌爆炸帅千年隼！,Q胖迪Q,https://www.bilibili.com/video/BV1c2421o7Za,84.5万,5884,"真的太帅了！这是我目前最爱的一款乐高！
感谢点开这个视频，看完觉得不错的话就点个赞！
投币分享收藏这个视频可以让更多观众看到我~",5.9万,2.8万,5.9万,444,"['教育优惠真香', '生活', '搞笑', '开学', '乐高', '手工', '星球大战', '胖迪', '千年隼', '沙雕', '小潮院长', '教育优惠', '哔哩哔哩开学季']",2024-08-24 14:05:19
用几个颜色，我就可以把看到的还原出来！,何大爷课堂,https://www.bilibili.com/video/BV11W421X79r,138.7万,907,-,16.9万,3166,16.9万,1068,"['万物研究所', '知识', '人文历史', '科普', '科学', '艺术', '颜色', '万物研究所·夏日探索计划']",2024-08-25 21:09:40
老婆被大头暴打四小时后，我才告诉她可以绕过,饲养员小谢,https://www.bilibili.com/video/BV1n4421f7aR,121.9万,6984,"家人们，黑神话悟空第一期终于肝出来了，我又要开始受难了T T
主要前阵子狗哥游戏YW导致我太久没玩游戏了，恢复训练有点久，大家不要嫌我菜啊
如果喜欢看我玩的话可以投个币点个关注意思一下，收到大家心意的话，这周末就让狗哥继续肝下一期！挑战虎先锋！！！",7.7万,5.4万,7.7万,5737,"['黑神话天命人来也', '生活', '日常', '生活', '搞笑', '游戏实况', '主机游戏', '游戏', '情侣', '黑神话悟空', 'PS5', '幽魂', '《黑神话：悟空》8.20 直面天命']",2024-08-24 18:58:32
【我的世界】官方花费15年铺垫了如此宏大的故事？,探戈狼-TangoWolf,https://www.bilibili.com/video/BV1dRWSeQE1B,83.5万,5051,"【大脑开洞】系列持续征集大胆创新想法，欢迎私信探戈狼你在游戏，天文地理，科幻，动漫，电影任何领域独特有趣的点子吧！

如果喜欢视频的话，就留下你的点赞和硬币，支持一下吧！",6.7万,3.3万,6.7万,7039,"['万物皆可游戏', '游戏', '单机游戏', 'MC', '游戏', '我的世界', '游戏杂谈', '生存', '沙盒游戏', 'minecraft']",2024-08-23 18:48:54
当你学会PS过后....,徐大虾咯,https://www.bilibili.com/video/BV1d2421Z7i6,69.5万,5648,没想到吧,9.1万,3.6万,9.1万,1516,"['搞笑研究所', '生活', '搞笑', 'PS', '生活', '娱乐', '搞笑', 'P图', '沙雕', 'Photoshop', '徐大虾', '徐大虾咯', '搞笑研究所2024 5.0']",2024-08-24 12:05:00
这就是我为什么害怕深海的原因！！！,老鸽子从不鸽,https://www.bilibili.com/video/BV1uT421z7Ck,307.7万,1092,点赞破万！光速更新下一期！！！,1.6万,1878,1.6万,64,"['生活', '搞笑', '深海恐惧症', '深海', '搞笑', '老鸽子从不鸽', '沙雕', '挑战']",2024-08-24 12:00:00
【剧透预警】黑神话老猴子身份解密——“为师救你，便不会弃你”,川同学不穿童鞋,https://www.bilibili.com/video/BV1PDWdeSEv3,208.5万,2466,"黑猴剧情十分细碎，很多内容没有给出确切答案，需要一定程度的拓展解读
因此视频内容包含大量剧透、主观猜想，均仅代表个人观点
如有不同见解欢迎友好讨论",6.5万,6718,6.5万,4927,"['黑神话天命人来也', '游戏', '单机游戏', '国产游戏', '西游记', '剧情', '孙悟空', '单机游戏', '黑神话悟空', '黑神话', '黑神话结局', '老猴子', '《黑神话：悟空》8.20 直面天命']",2024-08-24 13:33:57
网络上的梗，放到现实中就不好玩了,奇拉比-火影型男,https://www.bilibili.com/video/BV1d2421Z7QQ,189.1万,1622,-,23.9万,6726,23.9万,3296,"['生活', '搞笑', '男模', '型男']",2024-08-23 20:00:15
教官：你们吃饭用嘴吃吗？,噜噜噜猪_,https://www.bilibili.com/video/BV1BTWfe2EKz,211.0万,395,-,18.3万,516,18.3万,3011,"['B站小剧场', '影视', '小剧场', '搞笑', '军训', 'B站剧情创作人2.0']",2024-08-24 18:04:18
究极无敌难狗生存!当你开局只有「3滴血」!!?丨MITE打破一切 第五期,马里奥红叔,https://www.bilibili.com/video/BV1G74y1m74L,110.7万,8387,"超级无敌难狗生存来了！！！
由于这个包难度很高！如果喜欢这个系列可以多多三连支持我们！点赞过15w加速摇人录制下一期！！！",16.3万,4.3万,16.3万,611,"['整点电子榨菜', '游戏', '单机游戏', 'MC', '生存', '搞笑', '沙盒游戏', '我的世界', '单机游戏', 'Minecraft', '生存挑战', '沙雕']",2024-08-24 08:00:00
黑神话·沈阳,浅澄月,https://www.bilibili.com/video/BV1SM4m1a7My,211.6万,1971,沈阳大街也有自己的黑神话（,13.7万,3.0万,13.7万,6.2万,"['黑神话被鬼畜了', '鬼畜', '鬼畜剧场', '孙悟空', '搞笑', '西游记', '鬼畜', '黑神话悟空', '黑神话', '虎哥', '刀哥', '沈阳大街', '鬼畜星探企划']",2024-08-23 14:37:28
西游三大反骨仔，其中一人首创大闹天宫,猴猴看世界,https://www.bilibili.com/video/BV1fmWfeEEu9,177.8万,320,Not Found,16.0万,1146,16.0万,1294,"['生活', '日常', '悟空', '二郎神', '西游记', '孙悟空', '杨戬', '黑神话悟空', '黑神话', '玉帝', '哪吒', '天庭']",2024-08-24 15:35:55
当老妈觉得party不够优雅...,远鉴字幕组,https://www.bilibili.com/video/BV1ob42177Jb,152.2万,348,tiktok,18.4万,538,18.4万,2786,"['生活', '搞笑', '母亲', '高能', '生活记录', '家庭', '妈妈']",2024-08-24 14:00:00
本游戏中没有任何动物受到伤害！【主播说三农】,央视农业,https://www.bilibili.com/video/BV1FM4m1Y72P,99.6万,3163,Not Found,14.0万,1.4万,14.0万,4000,"['资讯', '综合', '西游记', '悟空', '郭嘉宁', '黑神话', '主播说三农', '农业', '畜牧业']",2024-08-24 11:00:00
儿子：他们是真爱，我像是意外....,阿银哦哦,https://www.bilibili.com/video/BV19W421X7xZ,188.6万,506,喜欢本期视频别忘了一键三连哦！爱你们，啾咪！,12.2万,2500,12.2万,2239,"['我的养娃日记', '生活', '亲子', '儿子', '情感', '家庭', '搞笑', '亲情', '生活记录', 'a2奶粉', '父母', '记录', '我们的家庭日记9.0']",2024-08-24 11:00:00
黑神话最逆天bug教学，无限分身10秒速通寅虎，无限隐身，无限定身，无限法力,覆雪之下--,https://www.bilibili.com/video/BV1on4y1o7SA,83.4万,2822,方法来自：,5.7万,6320,5.7万,3.0万,"['黑神话悟空攻略在此', '游戏', '单机游戏', '单机游戏', '西游记', 'BUG', '游戏', '黑神话悟空', '游戏攻略', '《黑神话：悟空》8.20 直面天命']",2024-08-25 04:56:48
见到这个BOSS千万别杀他！杀他错失绝版装备只能二周目 黑手道人断手隐藏装备【下毒手】【黑神话悟空】,老头环的小迷弟,https://www.bilibili.com/video/BV14fWXe2Exp,198.5万,885,真他N离谱,3.6万,4937,3.6万,2.6万,"['黑神话悟空攻略&黑神话悟空日常', '游戏', '单机游戏', '攻略', '第四章', '隐藏', '紫', '隐藏装备']",2024-08-24 07:30:00
领养代替购买 用爱终止流浪,他叫阿园,https://www.bilibili.com/video/BV1GT421z76Y,277.0万,3618,-,53.0万,16.0万,53.0万,1129,"['生活', '出行', '正能量', '公益', '生活记录', '流浪猫', '温暖']",2024-08-22 19:08:51
黑神话最强轮椅特性，学会直接变成真大圣！【黑神话：悟空】,好困啊可以睡觉吗,https://www.bilibili.com/video/BV1wE4m1R7Fo,86.7万,918,感谢,7.3万,4637,7.3万,2.3万,"['黑神话天命人来也', '游戏', '单机游戏', '游戏', 'BUG', '立棍', '黑神话悟空', '黑神话', '黑神话BUG', '一不小心给龙打死了等着开二周目吧', '轮椅', '游戏鉴赏家', '《黑神话：悟空》8.20 直面天命']",2024-08-25 09:00:00
【STN快报第七季69】黑神话作者小时候最喜欢玩捉迷藏,STN工作室,https://www.bilibili.com/video/BV1Un4y1f7YD,93.7万,1.2万,打完了我才知道黑手原来还有隐藏装备，你藏的好啊！,6.8万,3.0万,6.8万,3546,"['游戏', '单机游戏', 'UZI', 'BOSS', '育碧', '匹诺曹', '宝可梦', '黑神话悟空', '代号Iridium', 'gamespot']",2024-08-25 19:51:19
比格犬很珍贵！喂鸽子会住icu？！四个被误会半辈子的动物！别随便摸！太炸裂了…,李大药Bigyo,https://www.bilibili.com/video/BV1mn4y1f7uk,102.5万,988,-,7.4万,644,7.4万,574,"['热点观察局', '知识', '社科·法律·心理', '动物', '乌鸦', '冷知识', '鸽子', '科普', '资讯直通车3.0', '狗', '涨知识', '比格犬', '神奇动物']",2024-08-24 19:40:09
不是哥们，这能“一命”过杨戬?,老6使命召唤,https://www.bilibili.com/video/BV1CM4m1a7Lq,128.8万,3324,Not Found,6.6万,3120,6.6万,811,"['游戏', '网络游戏', '黑神话悟空']",2024-08-25 19:41:11
这是不可能完成的操作？？2.0,FoFTG,https://www.bilibili.com/video/BV1nM4m1Y76Z,153.2万,3290,"你不会真的以为三台电脑接力操作就是我的极限了吧？
哥们直接召唤中手！！！
一天之内三连总数过10w我将揭秘独家操作手法（真
每条评论都会看！！（真的x10000000",8.8万,2.6万,8.8万,537,"['万物皆可游戏', '游戏', '单机游戏', '游戏视频', '科技', '我的世界', 'MC', 'Minecraft', '操作挑战']",2024-08-24 10:25:00
表演如何把小猫强制开关机,保安日记-召唤兽,https://www.bilibili.com/video/BV1s2421f7BX,247.6万,363,-,18.6万,955,18.6万,2146,"['动物圈', '喵星人', '小奶猫', '喵星人', '田园猫']",2024-08-24 18:23:41
妖魔助人 神佛灭世？！《黑神话：悟空》第二章究竟讲了什么故事？！（P2 风起黄昏）,虾堡的游戏人格,https://www.bilibili.com/video/BV1hS421971w,236.3万,9630,"游戏名：《黑神话：悟空》
第二章的剧情解析讲解来啦！
久等了久等了久等了久等了久等了久等了
肝死我了家人们！求求给个三连关注吧！三连越多更新越快哦！",10.3万,3.4万,10.3万,8868,"['黑神话天命人来也', '游戏', '单机游戏', '单机游戏', '游戏', 'STEAM', '剧情', '黑神话悟空', '黑神话', '电竞本推荐', '游戏本', '游戏鉴赏家', '《黑神话：悟空》8.20 直面天命']",2024-08-23 11:33:07
【俄罗斯抽象】当我不同年龄听到铠甲勇士主题曲时,7彩云v,https://www.bilibili.com/video/BV1ydWqeYEEW,201.2万,441,-,16.7万,1346,16.7万,3156,"['鬼畜星探企划', '鬼畜', '鬼畜剧场', '铠甲勇士', '俄罗斯抽象', '俄罗斯抽象艺术', '抽象艺术', '铠甲勇士刑天', 'meme']",2024-08-25 13:14:05
宿舍、出租屋必备技能，半导体小冰箱DIY制作，无需焊接，有手就行，可零下结冰,垃圾研究社,https://www.bilibili.com/video/BV1SDWDe5EUQ,80.9万,1217,"这个视频是去年视频的重置版
BGM：summer pockets游戏原声",4.2万,2.2万,4.2万,8122,"['科技', '极客DIY', 'DIY', '宿舍', '散热器', '智能家居', '住宿', '出租屋', '半导体', '冰箱', '大学生', '宿舍出租']",2024-08-24 00:10:55
